`mesh_descriptor_uid`,`name`,`annotation`,`created_at`,`updated_at`,`deleted`
D000655,Amodiaquine,,2010-01-01 00:00:00,2014-08-18 20:42:22,0
D000656,Amoeba,"the genus name: entry term AMEBA sometimes used loosely for the common nouns ameba & amoeba; infection = AMEBIASIS; for antigens, coordinate with specific protozoan terms (ANTIGENS, PROTOZOAN, etc) if pertinent",2010-01-01 00:00:00,2014-08-18 20:42:25,0
D000657,Amoxapine,,2010-01-01 00:00:00,2014-08-18 20:42:28,0
D000658,Amoxicillin,,2010-01-01 00:00:00,2014-08-18 20:42:33,0
D000659,AMP Deaminase,,2010-01-01 00:00:00,2014-08-18 20:42:41,0
D000661,Amphetamine,a specific chem: do not confuse with AMPHETAMINES; d-amphetamine = DEXTROAMPHETAMINE; N-methylamphetamine = METHAMPHETAMINE,2010-01-01 00:00:00,2014-08-18 20:42:45,0
D000662,Amphetamines,"GEN or unspecified; prefer specifics; do not confuse with AMPHETAMINE, a specific chem; N-methylamphetamine = METHAMPHETAMINE",2010-01-01 00:00:00,2014-08-18 20:42:50,0
D000663,Amphibians,general or unspecified; prefer specific available genera; NIM when experimental animal,2010-01-01 00:00:00,2014-08-18 20:42:52,0
D000664,Amphibian Venoms,/antag permitted but consider also ANTIVENINS; /enzymol permitted; coord IM with specific amphibian (IM or NIM),2010-01-01 00:00:00,2014-08-18 20:42:54,0
D000665,Ampholyte Mixtures,buffers; D25-26 qualif,2010-01-01 00:00:00,2014-08-18 20:42:57,0
D000666,Amphotericin B,,2010-01-01 00:00:00,2014-08-18 20:43:00,0
D000667,Ampicillin,,2010-01-01 00:00:00,2014-08-18 20:43:04,0
D000668,Ampicillin Resistance,,2010-01-01 00:00:00,2014-08-18 20:43:10,0
D000669,"Amplifiers, Electronic",,2010-01-01 00:00:00,2014-08-18 20:43:11,0
D000670,Amprolium,,2010-01-01 00:00:00,2014-08-18 20:43:12,0
D000671,Amputation,"a surg procedure: do not confuse with AMPUTATION, TRAUMATIC; do not use /util except by MeSH definition",2010-01-01 00:00:00,2014-08-18 20:43:16,0
D000672,Amputation Stumps,"restrict to extremities: do not use for gastric stump ( = GASTRIC STUMP), appendiceal stump, ureteral stump, cervical stump & the like (indexed probably under relevant -ECTOMY or other surg term)",2010-01-01 00:00:00,2014-08-18 20:43:18,0
D000673,"Amputation, Traumatic","by accident or inj: do not confuse with AMPUTATION, a surg procedure; /surg: consider also REPLANTATION",2010-01-01 00:00:00,2014-08-18 20:43:19,0
D000674,Amputees,do not coord ARM (NIM) or LEG (NIM) unless specifically relevant,2010-01-01 00:00:00,2014-08-18 20:43:22,0
D000675,Ampyrone,an analgesic & non-steroidal anti-inflamm agent,2010-01-01 00:00:00,2014-08-18 20:43:23,0
D000676,Amrinone,,2010-01-01 00:00:00,2014-08-18 20:43:26,0
D000677,Amsacrine,,2010-01-01 00:00:00,2014-08-18 20:43:29,0
D000678,Amygdalin,/biosyn permitted if by plant,2010-01-01 00:00:00,2014-08-18 20:43:34,0
D000679,Amygdala,,2010-01-01 00:00:00,2014-08-18 20:43:37,0
D000680,Amyl Nitrite,,2010-01-01 00:00:00,2014-08-18 20:43:39,0
D000681,Amylases,"amylase isoenzymes: index under AMYLASES (IM) + ISOENZYMES (IM), not ISOAMYLASE; amylases/blood: consider HYPERAMYLASEMIA",2010-01-01 00:00:00,2014-08-18 20:43:42,0
D000682,Amyloid,,2010-01-01 00:00:00,2014-08-18 20:43:44,0
D000683,Serum Amyloid P-Component,/biosyn /physiol permitted,2010-01-01 00:00:00,2014-08-18 20:43:47,0
D000685,Serum Amyloid A Protein,,2010-01-01 00:00:00,2014-08-18 20:43:51,0
D000686,Amyloidosis,"coord IM with organ/dis precoord (IM); /genet: consider also AMYLOIDOSIS, HEREDITARY",2010-01-01 00:00:00,2014-08-18 20:43:55,0
D000687,Amylopectin,,2010-01-01 00:00:00,2014-08-18 20:43:58,0
D000688,Amylose,,2010-01-01 00:00:00,2014-08-18 20:44:01,0
D000690,Amyotrophic Lateral Sclerosis,,2010-01-01 00:00:00,2014-08-18 20:44:03,0
D000691,Anabasine,,2010-01-01 00:00:00,2014-08-18 20:44:08,0
D000693,Anaerobiosis,almost never IM,2010-01-01 00:00:00,2014-08-18 20:44:11,0
D000694,Anal Gland Neoplasms,coord IM with histol type of neopl (IM); do not confuse with ANUS NEOPLASMS; coord with ANAL SACS for anal sac neoplasms; don't forget check tag ANIMALS,2010-01-01 00:00:00,2014-08-18 20:44:12,0
D000695,Anal Sacs,"for neopl, coord with ANAL GLAND NEOPLASMS",2010-01-01 00:00:00,2014-08-18 20:44:17,0
D000697,Central Nervous System Stimulants,GEN or unspecified; prefer specifics; consider also CENTRAL NERVOUS SYSTEM /drug eff & BRAIN /drug eff; DF: CNS STIMULANTS,2010-01-01 00:00:00,2014-08-18 20:44:19,0
D000698,Analgesia,do not use /util except by MeSH definition,2010-01-01 00:00:00,2014-08-18 20:44:22,0
D000699,"Pain Insensitivity, Congenital","congenital insensitivity to pain with anhidrosis = HSAN TYPE IV see NEUROPATHIES, HEREDITARY SENSORY AND AUTONOMIC; DF: PAIN INSENSITIVITY CONGEN",2010-01-01 00:00:00,2014-08-18 20:44:24,0
D000700,Analgesics,general or unspecified; prefer specific groups,2010-01-01 00:00:00,2014-08-18 20:44:27,0
D000701,"Analgesics, Opioid",,2010-01-01 00:00:00,2014-08-18 20:44:29,0
D000703,Analog-Digital Conversion,no qualif,2010-01-01 00:00:00,2014-08-18 20:44:32,0
D000704,Analysis of Variance,IM GEN only; coord NIM with specific disease or other concept (IM); no qualif,2010-01-01 00:00:00,2014-08-18 20:44:33,0
D000705,Anaphase,coordinate with specific cell /cytol; permitted with microorganisms,2010-01-01 00:00:00,2014-08-18 20:44:33,0
D000706,Anaphylatoxins,,2010-01-01 00:00:00,2014-08-18 20:44:34,0
D000707,Anaphylaxis,,2010-01-01 00:00:00,2014-08-18 20:44:37,0
D000708,Anaplasia,"IM GEN only; coord NIM with organ /pathol (IM); note CARCINOMA, ANAPLASTIC see CARCINOMA: do not coord with ANAPLASIA unless anaplasia is particularly discussed",2010-01-01 00:00:00,2014-08-18 20:44:39,0
D000709,Anaplasma,infection = ANAPLASMOSIS,2010-01-01 00:00:00,2014-08-18 20:44:42,0
D000710,Anaplasmataceae,infection = ANAPLASMATACEAE INFECTIONS,2010-01-01 00:00:00,2014-08-18 20:44:44,0
D000711,Anaplasmataceae Infections,rickettsial infect,2010-01-01 00:00:00,2014-08-18 20:44:46,0
D000712,Anaplasmosis,tick-borne dis; usually animal; check tag ANIMALS,2010-01-01 00:00:00,2014-08-18 20:44:51,0
D000713,"Anastomosis, Roux-en-Y",coordinate with specific organ /surg; do not routinely add as a coordinate with GASTRIC BYPASS; DF: ROUX EN Y,2010-01-01 00:00:00,2014-08-18 20:44:54,0
D000714,"Anastomosis, Surgical",NIM with specific organ /surg (IM); do not use /util except by MeSH definition; DF: ANASTOMOSIS SURG,2010-01-01 00:00:00,2014-08-18 20:44:57,0
D000715,Anatomy,"the discipline only (education, history, etc); for anatomical structures, use  the qualifier / anat with specific anatomical terms or organisms",2010-01-01 00:00:00,2014-08-18 20:44:59,0
D000716,"Anatomy, Artistic","use for the discipline (education, history, etc) only; anatomical atlases go under ATLASES AS TOPIC (IM) + ANATOMY, ARTISTIC (IM)",2010-01-01 00:00:00,2014-08-18 20:45:01,0
D000717,"Anatomy, Comparative","SPEC: IM, SPEC qualif; do not check COMPARATIVE STUDY for, as a field, it is not a substitute for a comparison of two or more anatomical concepts ( = COMPARATIVE STUDY tag); Manual 18.13.4: relation to COMPARATIVE STUDY",2010-01-01 00:00:00,2014-08-18 20:45:03,0
D000718,"Anatomy, Regional","the discipline only (education, history, etc); for anatomical structures, use the qualifier / anat with specific organ or organism",2010-01-01 00:00:00,2014-08-18 20:45:04,0
D000719,"Anatomy, Veterinary","use for the discipline (education, history, etc) only",2010-01-01 00:00:00,2014-08-18 20:45:06,0
D000720,"Ancillary Services, Hospital",DF: ANCILLARY SERV HOSP,2010-01-01 00:00:00,2014-08-18 20:45:08,0
D000721,Ancrod,,2010-01-01 00:00:00,2014-08-18 20:45:09,0
D000722,Ancylostoma,"a genus of nematodes; infection = ANCYLOSTOMIASIS; coord with specific pre-coordinated helminth terms (e.g., ANTIGENS, HELMINTH) if pertinent",2010-01-01 00:00:00,2014-08-18 20:45:14,0
D000723,Ancylostomatoidea,"a superfamily of nematodes (hookworms): HOOKWORM, NEW WORLD see NECATOR & HOOKWORM, OLD WORLD see ANCYLOSTOMA are available; infection = HOOKWORM INFECTIONS but see note under ANCYLOSTOMA; for antigens, coord with ANTIGENS, HELMINTH, for antibodies, coord with ANTIBODIES, HELMINTH",2010-01-01 00:00:00,2014-08-18 20:45:18,0
D000724,Ancylostomiasis,"hookworm infect; Ancylostoma americanum infection = NECATORIASIS, not ANCYLOSTOMIASIS",2010-01-01 00:00:00,2014-08-18 20:45:20,0
D000725,Andorra,a country lying between France & Spain,2010-01-01 00:00:00,2014-08-18 20:45:23,0
D000726,Androgen Antagonists,DF: ANDROGEN ANTAG,2010-01-01 00:00:00,2014-08-18 20:45:23,0
D000727,Androgen-Binding Protein,,2010-01-01 00:00:00,2014-08-18 20:45:27,0
D000728,Androgens,/defic: consider also HYPOGONADISM & other gonadal disord in Cat C19,2010-01-01 00:00:00,2014-08-18 20:45:30,0
D000730,Androstadienes,,2010-01-01 00:00:00,2014-08-18 20:45:34,0
D000731,Androstanes,do not confuse with ANDROSTENES,2010-01-01 00:00:00,2014-08-18 20:45:36,0
D000732,Androstanols,do not confuse with ANDROSTENOLS,2010-01-01 00:00:00,2014-08-18 20:45:38,0
D000733,Androstatrienes,,2010-01-01 00:00:00,2014-08-18 20:45:41,0
D000734,Androstenediols,"do not confuse with ANDROSTANE-3,17-DIOL",2010-01-01 00:00:00,2014-08-18 20:45:43,0
D000735,Androstenedione,note double bond at the C4 position; do not confuse with androstanedione which is without the double bond,2010-01-01 00:00:00,2014-08-18 20:45:46,0
D000736,Androstenes,do not confuse with ANDROSTANES,2010-01-01 00:00:00,2014-08-18 20:45:50,0
D000737,Androstenols,do not confuse with ANDROSTANOLS,2010-01-01 00:00:00,2014-08-18 20:45:53,0
D000738,Androsterone,,2010-01-01 00:00:00,2014-08-18 20:45:55,0
D000739,Anecdotes as Topic,do not confuse with Publication Type ANECDOTES,2010-01-01 00:00:00,2014-08-18 20:45:59,0
D000740,Anemia,GEN or unspecified; prefer specifics,2010-01-01 00:00:00,2014-08-18 20:45:59,0
D000741,"Anemia, Aplastic",a bone marrow dis,2010-01-01 00:00:00,2014-08-18 20:46:03,0
D000742,"Anemia, Dyserythropoietic, Congenital",,2010-01-01 00:00:00,2014-08-18 20:46:07,0
D000743,"Anemia, Hemolytic",general or unspecified: prefer specifics,2010-01-01 00:00:00,2014-08-18 20:46:14,0
D000744,"Anemia, Hemolytic, Autoimmune",,2010-01-01 00:00:00,2014-08-18 20:46:19,0
D000745,"Anemia, Hemolytic, Congenital",,2010-01-01 00:00:00,2014-08-18 20:46:25,0
D000746,"Anemia, Hemolytic, Congenital Nonspherocytic","do not use /congen & do not coord with INFANT, NEWBORN, DISEASES; DF: ANEMIA HEMOL CONGEN NONSPHER",2010-01-01 00:00:00,2014-08-18 20:46:29,0
D000747,"Anemia, Hypochromic","note X ref; ANEMIA, IRON-DEFICIENCY is also available",2010-01-01 00:00:00,2014-08-18 20:46:31,0
D000748,"Anemia, Macrocytic",,2010-01-01 00:00:00,2014-08-18 20:46:34,0
D000749,"Anemia, Megaloblastic",,2010-01-01 00:00:00,2014-08-18 20:46:38,0
D000750,"Anemia, Myelophthisic",,2010-01-01 00:00:00,2014-08-18 20:46:41,0
D000751,"Anemia, Neonatal","do not use /congen & do not coord with INFANT, NEWBORN, DISEASES; check the tag INFANT, NEWBORN",2010-01-01 00:00:00,2014-08-18 20:46:45,0
D000752,"Anemia, Pernicious",a type of megaloblastic anemia,2010-01-01 00:00:00,2014-08-18 20:46:48,0
D000753,"Anemia, Refractory",,2010-01-01 00:00:00,2014-08-18 20:46:52,0
D000754,"Anemia, Refractory, with Excess of Blasts",,2010-01-01 00:00:00,2014-08-18 20:46:55,0
D000755,"Anemia, Sickle Cell",PL 92-294: Natl Sickle Cell Anemia Control Act; sickle cell dis goes here unless specifically HEMOGLOBIN SC DISEASE or HEMOGLOBIN C DISEASE or SICKLE CELL TRAIT or THALASSEMIA; /drug ther: consider also ANTISICKLING AGENTS,2010-01-01 00:00:00,2014-08-18 20:46:59,0
D000756,"Anemia, Sideroblastic",,2010-01-01 00:00:00,2014-08-18 20:47:02,0
D000757,Anencephaly,,2010-01-01 00:00:00,2014-08-18 20:47:06,0
D000758,Anesthesia,Manual 26.21+,2010-01-01 00:00:00,2014-08-18 20:47:10,0
D000759,"Adjuvants, Anesthesia",IM; coord with specific adjuvant (IM) & specific type of anesthesia (IM),2010-01-01 00:00:00,2014-08-18 20:47:12,0
D000760,Anesthesia and Analgesia,used for searching: indexers and catalogers apply specifics,2010-01-01 00:00:00,2014-08-18 20:47:14,0
D000761,"Anesthesia Department, Hospital",DF: ANESTH DEP,2010-01-01 00:00:00,2014-08-18 20:47:15,0
D000762,Anesthesia Recovery Period,no qualif,2010-01-01 00:00:00,2014-08-18 20:47:18,0
D000763,"Anesthesia, Caudal",/educ: coord IM (no qualif) with ANESTHESIOLOGY /educ (NIM),2010-01-01 00:00:00,2014-08-18 20:47:19,0
D000764,"Anesthesia, Closed-Circuit",/educ: coord IM (no qualif) with ANESTHESIOLOGY /educ (NIM),2010-01-01 00:00:00,2014-08-18 20:47:22,0
D000765,"Anesthesia, Conduction",/educ: coord IM (no qualif) with ANESTHESIOLOGY /educ (NIM),2010-01-01 00:00:00,2014-08-18 20:47:23,0
D000766,"Anesthesia, Dental",/educ: coord IM (no qualif) with ANESTHESIOLOGY /educ (NIM),2010-01-01 00:00:00,2014-08-18 20:47:25,0
D000767,"Anesthesia, Epidural",/educ: coord IM (no qualif) with ANESTHESIOLOGY /educ (NIM),2010-01-01 00:00:00,2014-08-18 20:47:26,0
D000768,"Anesthesia, General",/educ: coord IM (no qualif) with ANESTHESIOLOGY /educ (NIM),2010-01-01 00:00:00,2014-08-18 20:47:28,0
D000769,"Anesthesia, Inhalation",/educ: coord IM (no qualif) with ANESTHESIOLOGY /educ (NIM),2010-01-01 00:00:00,2014-08-18 20:47:30,0
D000770,"Anesthesia, Intratracheal",/educ: coord IM (no qualif) with ANESTHESIOLOGY /educ (NIM),2010-01-01 00:00:00,2014-08-18 20:47:31,0
D000771,"Anesthesia, Intravenous",/educ: coord IM (no qualif) with ANESTHESIOLOGY /educ (NIM),2010-01-01 00:00:00,2014-08-18 20:47:33,0
D000772,"Anesthesia, Local",,2010-01-01 00:00:00,2014-08-18 20:47:35,0
D000773,"Anesthesia, Obstetrical",/educ: coord IM (no qualif) with ANESTHESIOLOGY /educ (NIM),2010-01-01 00:00:00,2014-08-18 20:47:37,0
D000774,"Anesthesia, Rectal",/educ: coord IM (no qualif) with ANESTHESIOLOGY /educ (NIM),2010-01-01 00:00:00,2014-08-18 20:47:39,0
D000775,"Anesthesia, Spinal",/educ: coord IM (no qualif with ANESTHESIOLOGY /educ (NIM)),2010-01-01 00:00:00,2014-08-18 20:47:40,0
D000776,Anesthesiology,SPEC: SPEC qualif; DF: ANESTHESIOL,2010-01-01 00:00:00,2014-08-18 20:47:42,0
D000777,Anesthetics,GEN or unspecified; prefer specific groups; no qualifiers for anesthetics when used to produce anesthesia; with type of anesthesia: Manual 26.21+; policy: Manual 25.20+,2010-01-01 00:00:00,2014-08-18 20:47:43,0
D000778,"Anesthetics, Dissociative","intravenous anesthetics inducing selective loss of some sensations, leaving others intact",2010-01-01 00:00:00,2014-08-18 20:47:46,0
D000779,"Anesthetics, Local",see note at ANESTHETICS,2010-01-01 00:00:00,2014-08-18 20:47:49,0
D000780,Anestrus,non-primate mammals only,2010-01-01 00:00:00,2014-08-18 20:47:53,0
D000781,Anethole Trithione,,2010-01-01 00:00:00,2014-08-18 20:47:53,0
D000782,Aneuploidy,,2010-01-01 00:00:00,2014-08-18 20:47:59,0
D000783,Aneurysm,"general; prefer specifics; coordinate IM with specific vessel (IM) or precoordinated vascular disease if available (IM); rupture = ANEURYSM, RUPTURED (see note there)",2010-01-01 00:00:00,2014-08-18 20:48:00,0
D000784,"Aneurysm, Dissecting","coordinate with specific aneurysm term, often AORTIC ANEURYSM or its specifics; otherwise coordinate with specific vessel (IM) or precoordinated vascular disease (IM)",2010-01-01 00:00:00,2014-08-18 20:48:03,0
D000785,"Aneurysm, Infected","coordinate IM with specific bacteria or fungal infection (IM); note X refs ANEURYSM, BACTERIAL & ANEURYSM, MYCOTIC: do not coordinate with BACTERIAL INFECTIONS or MYCOSES if the specific bacterium or fungus is not specified",2010-01-01 00:00:00,2014-08-18 20:48:07,0
D000786,Anger,human & animal,2010-01-01 00:00:00,2014-08-18 20:48:11,0
D000787,Angina Pectoris,,2010-01-01 00:00:00,2014-08-18 20:48:13,0
D000788,"Angina Pectoris, Variant",,2010-01-01 00:00:00,2014-08-18 20:48:16,0
D000789,"Angina, Unstable",,2010-01-01 00:00:00,2014-08-18 20:48:19,0
D000790,Angiocardiography,NIM; a specific x-ray (not radionuclide) technique: do not confuse with HEART /radiogr or CORONARY ANGIOGRAPHY; coord with disease /radiogr; /drug eff /rad eff permitted; do not use /util except by MeSH definition; DF: ANGIOCARDIOGR,2010-01-01 00:00:00,2014-08-18 20:48:24,0
D000792,Angiography,NIM; GEN or unspecified; prefer /radiogr with specific blood vessels but CORONARY ANGIOGRAPHY is available; /drug eff /rad eff permitted; DF: ANGIOGR,2010-01-01 00:00:00,2014-08-18 20:48:25,0
D000793,Angioid Streaks,,2010-01-01 00:00:00,2014-08-18 20:48:28,0
D000794,Angiokeratoma,coord IM with SKIN NEOPLASMS (IM) + site (IM or NIM) if relevant,2010-01-01 00:00:00,2014-08-18 20:48:31,0
D000795,Fabry Disease,do not confuse entry term ANDERSON-FABRY DISEASE with ANDERSEN'S DISEASE,2010-01-01 00:00:00,2014-08-18 20:48:34,0
D000796,Angiolymphoid Hyperplasia with Eosinophilia,DF: ALHE,2010-01-01 00:00:00,2014-08-18 20:48:39,0
D000798,Angiomatosis,coordinate IM with precoordinated organ disease term (IM),2010-01-01 00:00:00,2014-08-18 20:48:43,0
D000799,Angioedema,"/genet: consider also ANGIOEDEMAS, HEREDITARY",2010-01-01 00:00:00,2014-08-18 20:48:47,0
D000800,"Angioplasty, Balloon","coord IM with disease /ther (IM), not /surg",2010-01-01 00:00:00,2014-08-18 20:48:51,0
D000801,Angiostrongylus,"a genus of nematodes; infection: coord IM with STRONGYLIDA INFECTIONS (IM); for antigens, coord with ANTIGENS, HELMINTH, for antibodies, coord with ANTIBODIES, HELMINTH",2010-01-01 00:00:00,2014-08-18 20:48:54,0
D000802,Angiotensin Amide,,2010-01-01 00:00:00,2014-08-18 20:48:56,0
D000803,Angiotensin I,,2010-01-01 00:00:00,2014-08-18 20:49:00,0
D000804,Angiotensin II,,2010-01-01 00:00:00,2014-08-18 20:49:03,0
D000805,Angiotensin III,,2010-01-01 00:00:00,2014-08-18 20:49:08,0
D000806,Angiotensin-Converting Enzyme Inhibitors,protease inhib & antihypertensives; DF: ACE INHIB,2010-01-01 00:00:00,2014-08-18 20:49:11,0
D000808,Angiotensinogen,,2010-01-01 00:00:00,2014-08-18 20:49:14,0
D000809,Angiotensins,,2010-01-01 00:00:00,2014-08-18 20:49:17,0
D000810,Angola,,2010-01-01 00:00:00,2014-08-18 20:49:20,0
D000811,Anguilla,"eel; NIM when exper animal: no qualif; when IM, qualif permitted",2010-01-01 00:00:00,2014-08-18 20:49:20,0
D000812,Anhydrides,,2010-01-01 00:00:00,2014-08-18 20:49:21,0
D000813,Anilides,,2010-01-01 00:00:00,2014-08-18 20:49:24,0
D000814,Aniline Compounds,DF: ANILINE CPDS,2010-01-01 00:00:00,2014-08-18 20:49:26,0
D000815,Aniline Hydroxylase,a cytochrome P-450 enzyme,2010-01-01 00:00:00,2014-08-18 20:49:28,0
D000816,Aniline Mustard,,2010-01-01 00:00:00,2014-08-18 20:49:31,0
D000817,Anilino Naphthalenesulfonates,,2010-01-01 00:00:00,2014-08-18 20:49:34,0
D000818,Animals,NIM as check tag; Manual 18.7+; relation to /vet: Manual 19.8.81,2010-01-01 00:00:00,2014-08-18 20:49:36,0
D000819,Animal Communication,no qualif; do not forget also to check tag ANIMALS,2010-01-01 00:00:00,2014-08-18 20:49:37,0
D000820,Animal Diseases,avoid: too general; IM general only for unspecified animal & unspecified disease; NIM with specific animal (IM) for which no precoord animal/diseases term exists; do not use at all when a specific dis /vet is used; do not forget also to check tag ANIMALS; policy: Manual 23.33+; animal neopl: Manual 24.6+; TN 136; TN 193,2010-01-01 00:00:00,2014-08-18 20:49:38,0
D000821,Animal Feed,TN 50: differentiate from ANIMAL NUTRITIONAL PHYSIOLOGICAL PHENOMENA & DIET,2010-01-01 00:00:00,2014-08-18 20:49:40,0
D000822,Animal Husbandry,"includes animal ""breeding, feeding & care ... housing & nutrition""; do not confuse with VETERINARY MEDICINE; SPEC: SPEC qualif",2010-01-01 00:00:00,2014-08-18 20:49:42,0
D000823,Animal Identification Systems,does not include classif or taxonomy: for individual animals only,2010-01-01 00:00:00,2014-08-18 20:49:43,0
D000824,Animal Nutritional Physiological Phenomena,differentiate from ANIMAL FEED & DIET; ANIMAL NUTRITION SCIENCES is available for the discipline,2010-01-01 00:00:00,2014-08-18 20:49:45,0
D000825,Animal Structures,avoid: too general; prefer specifics,2010-01-01 00:00:00,2014-08-18 20:49:47,0
D000826,Animal Testing Alternatives,SPEC qualif,2010-01-01 00:00:00,2014-08-18 20:49:51,0
D000827,Animal Welfare,,2010-01-01 00:00:00,2014-08-18 20:49:52,0
D000828,Animal Population Groups,"GEN; prefer specifics; /surg: consider also SURGERY, VETERINARY",2010-01-01 00:00:00,2014-08-18 20:49:54,0
D000829,"Animals, Domestic",GEN or unspecified; prefer specific domestic animals like CATTLE; SHEEP; HORSES; DOGS; CATS; etc.; IM; qualif permitted; PETS: TN 146; domestication goes here; do not forget also to check tag ANIMALS,2010-01-01 00:00:00,2014-08-18 20:49:56,0
D000830,"Animals, Laboratory",GEN or unspecified; prefer specifics; IM; qualif permitted; do not forget also to check tag ANIMALS,2010-01-01 00:00:00,2014-08-18 20:49:58,0
