mesh_descriptor_uid,name,annotation,deleted
D002899,"Chromosomes, Human, Pair 9",,0
D002900,"Chromosomes, Human, 1-3",,0
D002901,"Chromosomes, Human, 13-15",,0
D002902,"Chromosomes, Human, 16-18",,0
D002903,"Chromosomes, Human, 19-20",,0
D002904,"Chromosomes, Human, 21-22 and Y",,0
D002905,"Chromosomes, Human, 4-5",,0
D002906,"Chromosomes, Human, 6-12 and X",,0
D002907,Chronaxy,,0
D002908,"Chronic Disease","IM general only; usually NIM with specific disease IM",0
D002909,"Chronobiology Phenomena","general or unspecified; prefer specifics",0
D002910,"Chronology as Topic","do not confuse with TIME; TIME FACTORS or TIME PERCEPTION; do not confuse with the  Publication Type CHRONOLOGY",0
D002911,Chrysenes,"hydrocarbons from coal tar",0
D002912,Chrysosporium,"infection: coordinate IM with MYCOSES (IM) or specific mycosis (IM)",0
D002913,Chyle,"chyluria: index CHYLE (IM) + URINE (NIM)",0
D002914,Chylomicrons,,0
D002915,"Chylous Ascites",,0
D002916,Chylothorax,"chyle in thoracic cavity",0
D002917,Chymopapain,,0
D002918,Chymotrypsin,"/antag: consider also ALPHA 1-ANTICHYMOTRYPSIN",0
D002919,Chymotrypsinogen,"an enzyme precursor",0
D002920,Cialit,,0
D002921,Cicatrix,"CICATRIX, HYPERTROPHIC is also available; do not confuse entry term SCARRING with scarification (scratching open the surface of the skin purposely for VACCINATION; BODY MODIFICATION, NON-THERAPEUTIC; etc.)",0
D002922,Ciguatoxins,"/antag permitted but consider also ANTITOXINS; coordinate IM with source of ciguatoxin",0
D002923,Cilia,,0
D002924,"Ciliary Body","inflammation: consider CILIARY BODY (IM) + UVEITIS (IM) or UVEITIS, ANTERIOR (IM); diseases = CILIARY BODY (IM) + UVEAL DISEASES (IM); neoplasms = CILIARY BODY (IM) + UVEAL NEOPLASMS (IM) + histological type of neoplasm (IM); / blood supply consider also CILIARY ARTERIES; pigmented ciliary epithelium: coordinate CILIARY BODY with PIGMENT EPITHELIUM OF EYE",0
D002925,"Ciliary Motility Disorders",,0
D002927,Cimetidine,,0
D002928,Cinanserin,,0
D002929,Cinchona,"plant only: alkaloids = CINCHONA ALKALOIDS",0
D002930,"Cinchona Alkaloids","GEN or unspecified: prefer specific indentions",0
D002932,Cineangiography,,0
D002933,Cineradiography,,0
D002934,Cinnamates,,0
D002935,"Cinnamomum zeylanicum",,0
D002936,Cinnarizine,,0
D002937,Cinoxacin,,0
D002938,"Ciona intestinalis",,0
D002939,Ciprofloxacin,,0
D002940,"Circadian Rhythm","drug administration based on circadian rhythm = DRUG CHRONOTHERAPY: do not coordinate with CIRCADIAN RHYTHM or DRUG ADMINISTRATION SCHEDULE; jet lag: index JET LAG SYNDROME",0
D002941,"Circle of Willis",,0
D002942,"Circular Dichroism",,0
D002943,"Circulatory and Respiratory Physiological Phenomena","used for searching; INDEXER: Do not use; CATALOGER: Do not use",0
D002944,"Circumcision, Male",,0
D002945,Cisplatin,,0
D002946,"Cisterna Magna","/surg: VENTRICULOCISTERNOSTOMY see VENTRICULOSTOMY is also available",0
D002947,Cities,"IM for cities as sociological or population entities; specific indentions are available (NIM only) for epidemiological or ethnological studies; URBANIZATION is available for the development from rural to urban society; URBAN POPULATION and URBAN HEALTH are also available",0
D002949,"Citraconic Anhydrides",,0
D002950,"Citrate (si)-Synthase",,0
D002951,Citrates,"/metab: consider also CITRIC ACID CYCLE",0
D002952,"Citric Acid Cycle",,0
D002953,Citrinin,,0
D002954,Citrobacter,"in soil, water & sometimes intestine; infection: coord IM with ENTEROBACTERIACEAE INFECTIONS (IM)",0
D002955,Leucovorin,"deficiency: coordinate LEUCOVORIN /defic (IM) with FOLIC ACID DEFICIENCY (IM)",0
D002956,Citrulline,"an amino acid",0
D002957,Citrus,"juices: coordinate with FRUIT AND VEGETABLE JUICES; note entry term CITRUS BERGAMIA: the common name of Bergamot is also used for MONARDA",0
D002958,"City Planning",IM,0
D002959,"Civil Defense",,0
D002960,"Civil Disorders","specify geog if pertinent",0
D002961,"Civil Rights","specify geographic location if pertinent; consider also HUMAN RIGHTS & SOCIAL JUSTICE; PRIVACY ACT see PRIVACY is also available",0
D002962,Civilization,"specify geog if pertinent",0
D002963,Cladosporium,"infection: coord IM with probably MYCOSES or TINEA (IM)",0
D002965,Classification,"GEN only; prefer /class: Manual 19.7+, 19.8.6; DF; CLASS",0
D002966,Clathrin,"CLATHRIN ASSEMBLY PROTEINS see ADAPTOR PROTEINS, VESICULAR TRANSPORT is available",0
D002967,Claviceps,,0
D002968,Clavicle,,0
D002969,"Clavulanic Acids","/biosyn permitted if by living matter",0
D002970,"Cleavage Stage, Ovum",,0
D002971,"Cleft Lip","do not use /congen & do not coord with INFANT, NEWBORN, DISEASES; when with CLEFT PALATE, do not also use ABNORMALITIES, MULTIPLE",0
D002972,"Cleft Palate","do not use /congen & do not coord with INFANT, NEWBORN, DISEASES; when with CLEFT LIP, do not also use ABNORMALITIES, MULTIPLE",0
D002973,"Cleidocranial Dysplasia",,0
D002974,Clemastine,,0
D002976,Clenbuterol,,0
D002977,Clergy,"specify religion if pertinent",0
D002979,Climacteric,"female and male; consider also MENOPAUSE or ANDROPAUSE",0
D002980,Climate,"general; note specifics",0
D002981,Clindamycin,,0
D002982,"Clinical Clerkship",,0
D002983,"Clinical Competence","competence in professional activities directly related to patient care: differentiate from PROFESSIONAL COMPETENCE which refers to competence not necessarily related to patient care",0
D002984,"Clinical Laboratory Information Systems",,0
D002985,"Clinical Protocols","IM general only; ANTINEOPLASTIC PROTOCOLS and ANTINEOPLASTIC COMBINED CHEMOTHERAPY PROTOCOLS are also available; do not confuse with CLINICAL TRIAL PROTOCOLS AS TOPIC or with the Publication Type CLINICAL TRIAL PROTOCOL",0
D002986,"Clinical Trials as Topic","for general design, methodology, economics, etc. of clinical trials; a different heading CLINICAL TRIAL is used for reports of a specific clinical trial",0
D002987,Clitoris,,0
D002988,Cloaca,,0
D002989,Cloacin,,0
D002990,Clobetasol,,0
D002991,Clofazimine,,0
D002992,Clofenapate,,0
D002994,Clofibrate,,0
D002995,"Clofibric Acid",,0
D002996,Clomiphene,,0
D002997,Clomipramine,,0
D002998,Clonazepam,,0
D002999,"Clone Cells","differentiate from CLONING, MOLECULAR and CLONING, ORGANISM; ""clonal analysis"" probably goes here",0
D003000,Clonidine,,0
D003001,"Cloning, Molecular","differentiate from CLONE CELLS and CLONING, ORGANISM; ""clonal analysis"": index under CLONE CELLS",0
D003002,Clonixin,,0
D003003,Clonorchiasis,"trematode infect caused by CLONORCHIS SINENSIS; OPISTHORCHIS SINENSIS infection = CLONORCHIASIS, not OPISTHORCHIASIS which is Opisthorchis infect by Opisthorchis species other than O. sinensis",0
D003004,"Clonorchis sinensis","infection = CLONORCHIASIS; note entry term OPISTHORCHIS SINENSIS: infection = CLONORCHIASIS; coordinate with specific helminth terms (ANTIGENS, HELMINTH, etc.) if pertinent",0
D003005,Clopamide,,0
D003006,Clopenthixol,,0
D003007,Clopidol,"a coccidiostat",0
D003008,Cloprostenol,,0
D003009,"Clorazepate Dipotassium",,0
D003010,Clorgyline,,0
D003011,"Closing Volume",NIM,0
D003012,"Microbial Collagenase",,0
D003013,Clostridium,"general or unspecified; prefer specifics; infection = CLOSTRIDIUM INFECTIONS or its specifics",0
D003014,"Clostridium botulinum","note specific types; infection = BOTULISM",0
D003015,"Clostridium Infections","general or unspecified; prefer specifics",0
D003016,"Clostridium perfringens","infection = GAS GANGRENE if in text; otherwise coord IM with CLOSTRIDIUM INFECTIONS (IM)",0
D003017,"Clostridium tetani","infection = TETANUS",0
D003018,"Clot Retraction",,0
D003020,Clothing,,0
D003022,Clotrimazole,,0
D003023,Cloxacillin,,0
D003024,Clozapine,,0
D003025,Clubfoot,"entry term EQUINOVARUS: do not confuse with EQUINUS DEFORMITY",0
D003026,Clupeine,,0
D003027,"Cluster Headache",,0
D003028,CME-Carbodiimide,,0
D003029,Coagulants,"consider also BLOOD COAGULATION /drug eff",0
D003030,Coagulase,"do not routinely add when indexing coagulase negative organisms; index only when discussed",0
D003031,Coal,"/adv eff permitted but do not use for COAL MINING + PNEUMOCONIOSIS or ANTHRACOSILICOSIS unless particularly discussed as coal",0
D003032,"Coal Mining",,0
D003033,"Coal Tar",,0
D003034,"Coated Pits, Cell-Membrane",,0
D003035,Cobalt,,0
D003036,"Cobalt Isotopes",,0
D003037,"Cobalt Radioisotopes","for routine use as tracer, use no qualifiers",0
D003038,Cobamides,"deficiency: coordinate COBAMIDES /defic (IM) with VITAMIN B 12 DEFICIENCY (IM)",0
D003039,"Cobra Neurotoxin Proteins","/antag permitted but consider also ANTITOXINS",0
D003041,Coca,"do not confuse with cocoa see CACAO",0
D003042,Cocaine,"cocaine derivatives = COCAINE /analogs; CRACK COCAINE, COCAINE SMOKING and COCAINE-RELATED DISORDERS are available",0
D003043,Cocarcinogenesis,"do not confuse with NEOPLASMS, MULTIPLE PRIMARY; Manual 24.4.1.14",0
D003044,Coccidia,"infection = COCCIDIOSIS; ""coccidial"" refers to COCCIDIA: do not confuse with ""coccidioidal"" (refers to COCCIDIOIDES, a fungus); coordinate with specific protozoal terms (ANTIGENS, PROTOZOAN, etc) if pertinent",0
D003045,Coccidioides,"do not confuse with the sporozoon COCCIDIA; ""coccidioidal"" refers to COCCIDIOIDES: do not confuse with ""coccidial"" (refers to COCCIDIA); infection = COCCIDIOIDOMYCOSIS",0
D003046,Coccidioidin,,0
D003047,Coccidioidomycosis,"fungus disease caused by COCCIDIOIDES, not COCCIDIA",0
D003048,Coccidiosis,"protozoan infect caused by COCCIDIA, not COCCIDIOIDES; /drug ther: consider also COCCIDIOSTATS",0
D003049,Coccidiostats,"consider also COCCIDIA /drug eff & COCCIDIOSIS /drug ther (& not COCCIDIOIDES & COCCIDIOIDOMYCOSIS)",0
D003050,Coccyx,"do not confuse with COCCYGEAL REGION",0
D003051,Cochlea,"diseases = COCHLEAR DISEASES",0
D003052,"Cochlear Aqueduct","do not confuse with COCHLEAR DUCT",0
D003053,"Cochlear Duct","do not confuse with COCHLEAR AQUEDUCT",0
D003054,"Cochlear Implants","subcutaneous electronic implants: do not confuse with French ""prothese auditive"" translated as ""hearing aid"" & indexed under HEARING AIDS",0
D003055,"Cochlear Microphonic Potentials",,0
D003056,"Cochlear Nerve","dis: coord IM with VESTIBULOCOCHLEAR NERVE DISEASES (IM); neopl: coord IM with VESTIBULOCOCHLEAR NERVE DISEASES (IM) + CRANIAL NERVE NEOPLASMS (IM) + histol type of neopl (IM)",0
D003057,"Cockayne Syndrome",,0
D003058,Cockroaches,"do not use /drug eff for insecticides: TN 111",0
D003059,Cocos,,0
D003060,"Cod Liver Oil",,0
D003061,Codeine,"codeine derivatives = CODEINE /analogs",0
D003062,Codon,"GEN or unspecified; prefer specifics",0
D003063,Cnidaria,"poisoning: coord with CNIDARIAN VENOMS if pertinent",0
D003064,"Cnidarian Venoms","/antag permitted but consider also ANTIVENINS; coordinate with specific Cnidaria source",0
D003065,"Coenzyme A","/biosyn /physiol permitted",0
D003066,"Coenzyme A Ligases",,0
D003067,Coenzymes,,0
D003068,Coercion,,0
D003069,Coffee,"for the plant use COFFEA",0
D003070,Coformycin,"an enzyme inhib & antineoplastic antibiotic",0
D003071,Cognition,,0
D003072,"Cognition Disorders",,0
D003073,"Cognitive Dissonance",,0
D003074,"Solitary Pulmonary Nodule","if neoplastic, coordinate with LUNG NEOPLASMS; if non-neoplastic, do not coordinate with LUNG DISEASES",0
D003075,Coitus,"human only: animal = COPULATION; for anal or oral sex index under SEX BEHAVIOR",0
D003076,"Coitus Interruptus",,0
D003077,Coke,"a coal residue used as fuel",0
D003078,Colchicine,,0
D003079,Colchicum,"COLCHICINE is also available",0
D003080,"Cold Temperature","cooling of organs during surg goes under HYPOTHERMIA, INDUCED",0
D003081,"Cold Climate","for Polar Region cold climate specify ARCTIC REGIONS or ANTARCTIC REGIONS; specify other geographical location for cold climate if pertinent",0
D003082,Colectomy,,0
D003084,Colestipol,,0
D003085,Colic,"coordinate with organ/diseases term, as biliary colic = COLIC + BILIARY TRACT DISEASES or specific",0
D003086,"Bacteriocin Plasmids",,0
D003087,Colicins,,0
D003088,Colinus,"diseases: coord IM with BIRD DISEASES (IM)",0
D003089,Colipases,"a protein: not an enzyme despite -ase; /biosyn /physiol permitted",0
D003090,Coliphages,"GEN or unspecified; prefer specifics",0
D003091,Colistin,,0
D003092,Colitis,"general; note specifics; ENTEROCOLITIS is also available",0
D003093,"Colitis, Ulcerative","usually chronic so do not coord with CHRONIC DISEASE",0
D003094,Collagen,"GEN; prefer specifics; precusor = PROCOLLAGEN; do not confuse X ref MICROFIBRIL COLLAGEN HEMOSTAT with FIBRILLAR COLLAGENS",0
D003095,"Collagen Diseases","GEN or unspecified; prefer specifics",0
D003096,"Collapse Therapy",,0
D003097,"Collateral Circulation","a naturally occurring physiol phenomenon: not for restoration of funct by surg; not restricted to coronary vessels; do not confuse with NEOVASCULARIZATION, PHYSIOLOGIC: see MeSH scope notes",0
D003098,"Collective Bargaining",,0
D003099,"College Admission Test",,0
D003100,"Colles' Fracture",,0
D003101,Collodion,"do not index here for the dermatologic condition collodion membrane or collodion baby: consider ICHTHYOSIFORM ERYTHRODERMA, CONGENITAL",0
D003102,Colloids,"IM general only; NIM (no qualifiers) with specific drug IM",0
D003103,Coloboma,"coordinate with specific site in eye /abnorm",0
D003104,Colobus,"NIM when experimental animal; diseases: coordinate with MONKEY DISEASES",0
D003105,Colombia,,0
D003106,Colon,"X ref TAENIA COLI: do not confuse with Taenia, a genus of tapeworm; inflammation = COLITIS; /surg: do not confuse with specialty COLORECTAL SURGERY & consider also COLECTOMY or COLOSTOMY; note X refs: coord with specific tissue type if appropriate",0
D003107,"Colorectal Surgery","surgical specialty; do not confuse with COLON /surg & RECTUM /surg",0
D003108,"Colonic Diseases","inflamm dis = COLITIS",0
D003109,"Colonic Diseases, Functional",,0
D003110,"Colonic Neoplasms","coord IM with histol type of neopl (IM); note SIGMOID NEOPLASMS is available; familial: consider also ADENOMATOUS POLYPOSIS COLI & COLORECTAL NEOPLASMS, HEREDITARY NONPOLYPOSIS",0
D003111,"Colonic Polyps",,0
D003112,"Colonic Pseudo-Obstruction",,0
D003113,Colonoscopy,"/ instrum permitted but consider also COLONOSCOPES",0
D003114,"Colony-Forming Units Assay","restricted to stem cells; do not use for microbial colony-forming units ( = COLONY COUNT, MICROBIAL); DF: CFU ASSAY",0
D003115,"Colony-Stimulating Factors",,0
D003116,Color,"NIM; differentiate from PIGMENTATION in that PIGMENTATION is related to PIGMENTS, BIOLOGICAL",0
D003117,"Color Vision Defects",,0
D003118,"Color Perception","do not confuse with COLOR VISION",0
D003119,"Color Perception Tests",,0
D003120,Colorado,,0
D003121,"Colorado Tick Fever","caused by a tick-transm reovirus",0
D003122,"Colorado tick fever virus","infection = COLORADO TICK FEVER",0
D003123,"Colorectal Neoplasms, Hereditary Nonpolyposis",,0
D003124,Colorimetry,"an anal chem technique; NIM",0
D003125,Colostomy,"artificial anus goes here; pathological artificial anus in historical literature is indexed under INTESTINAL FISTULA or its specifics",0
D003126,Colostrum,"check the tags FEMALE & PREGNANCY",0
D003127,Colposcopy,"/ instrum permitted but consider also COLPOSCOPES",0
D003128,Coma,"check MeSH for specific coma terms",0
D003129,"Comb and Wattles",,0
D003130,"Combat Disorders","note category: do not confuse with war wounds ( = WOUNDS AND INJURIES or specific injury (IM) + WARFARE (IM or NIM) ); STRESS DISORDERS, POST-TRAUMATIC is also available",0
D003131,"Combined Modality Therapy","almost never IM; coordinate disease term with specific ther qualif (IM) + specific ther (IM or NIM): TN 6; for combined ther of drugs DRUG COMBINATIONS or DRUG THERAPY, COMBINATION is available, for combined anticancer ther ANTINEOPLASTIC COMBINED CHEMOTHERAPY PROTOCOLS is available; CHEMOTHERAPY, ADJUVANT is also available; Manual 24.4.2.2+",0
D003132,Commerce,,0
D003133,"Commission on Professional and Hospital Activities","add UNITED STATES; CATALOGER: Use NAF entry",0
D003134,"Commitment of Mentally Ill","do not coordinate with HOSPITALIZATION",0
D003135,"Common Bile Duct","inflammation = CHOLANGITIS + COMMON BILE DUCT DISEASES; calculi = COMMON BILE DUCT CALCULI see GALLSTONES but consider also CHOLEDOCHOLITHIASIS",0
D003137,"Common Bile Duct Diseases","inflamm dis = CHOLANGITIS (IM) + COMMON BILE DUCT DISEASES (IM); calculi = COMMON BILE DUCT CALCULI see GALLSTONES but consider also CHOLEDOCHOLITHIASIS",0
D003138,"Common Bile Duct Neoplasms","coord IM with histol type of neopl (IM)",0
D003139,"Common Cold","often caused by a picornavirus; do not confuse CATARRH in animals with MALIGNANT CATARRH, a herpesvirus infection of cattle or with NASAL CATARRH see RHINITIS",0
D003140,"Communicable Disease Control","general only: prefer specific disease with /prev; INFECTION CONTROL is also available: see note there",0
D003141,"Communicable Diseases","general or unspecified; prefer specific disease",0
D003142,Communication,"includes personal & technological communication; ANIMAL COMMUNICATION is also available",0
D003143,"Communication Aids for Disabled",,0
D003144,"Communication Barriers","coordinate IM with specific ""barrier"" (language, cultural, etc.) if pertinent (IM)",0
