mesh_descriptor_uid,previous_indexing,mesh_previous_indexing_id
D007028,"specific hormone (1966-1978)",4163
D007029,"Hypothalamus (1966-1980)",4164
D007041,"Pentosyltransferases (1972-1974)",4165
D007048,"Blood Groups (1966-1975)",4166
D007050,"Indoles (1972-1975)",4167
D007051,"Oxazoles (1973-1975)",4168
D007052,"Propionates (1972-1974)",4169
D007059,"Fishes (1966-1986)",4170
D007060,"Psychoanalytic Theory (1966-1967)",4171
D007062,"Personality (1966-1967)",4172
D007063,"Self Concept (1966-1970)",4173
D007064,"Alcohol Oxidoreductases (1966-1976)",4174
D007065,"Deoxyuridine (1966-1991)",4175
D007066,"Uronic Acids (1972-1975)",4176
D007067,"Uronic Acids (1971-1974)",4177
D007068,"Uronic Acids (1972-1974)",4178
D007069,"Oxazines (1972-1974)",4179
D007070,"Immunoglobulins (1970)",4180
D007071,"Immunoglobulin Fragments (1973-1975)",4181
D007072,"Immunoglobulins (1970)",4182
D007073,"Immunoglobulins (1970)",4183
D007074,"Immunoglobulins (1970)",4184
D007075,"Immunoglobulins (1970)",4185
D007077,"specific intestinal disease",4186
D007078,"Intestinal Neoplasms (1966-1979)",4187
D007089,"Technology, Radiologic (1966-1970)",4188
D007095,"Urea (1966-1973)",4189
D007096,"Imides (1966-1979)",4190
D007100,"Behavior, Animal (1966-1967)",4191
D007101,"Diving (1966)",4192
D007104,"Antigen-Antibody Reactions (1966-1970)",4193
D007105,"Immunologic Diseases (1971)",4194
D007107,"T Lymphocytes (1973-1984)",4195
D007111,"Immunity (1966-1969)",4196
D007113,"specific term/immunology (1966-1977)",4197
D007116,"Immunity, Maternally-Acquired (1966-1969)",4198
D007117,"Immunization (1966-1970)",4199
D007121,"T Lymphocytes (1973-1979)",4200
D007123,"Immunoelectrophoresis (1966-1975)",4201
D007124,"Peroxidases (1966-1976)",4202
D007125,"Genetics (1966-1970)",4203
D007126,"Isoantibodies (1966-1974)",4204
D007127,"specific immunoglobulin fragment (1973-1978)",4205
D007128,"Immunoglobulins (1970-1972)",4206
D007129,"Immunoglobulin Allotypes (1975-1986)",4207
D007130,"Binding Sites, Antibody (1973-1978)",4208
D007132,Immunoglobulins(1972-1986),4209
D007133,"Immunoglobulins, Heavy Chain (1977-1987)",4210
D007134,"Immunoglobulin Variable Region (1977-1987)",4211
D007135,"Immunoglobulins, Fab (1973-1976)",4212
D007136,"Gamma Globulins (1966-1969)",4213
D007137,"Immunoglobulins, Heavy Chain (1975)",4214
D007138,"Immunoglobulins, Heavy Chain (1975)",4215
D007139,"Immunoglobulins, Heavy Chain (1975)",4216
D007140,"Immunoglobulins (1970-1972)",4217
D007141,"Immunoglobulins (1970-1972)",4218
D007142,"Immunoglobulins, Heavy Chain (1975)",4219
D007143,"Immunoglobulin Fragments (1973-1974)",4220
D007145,"Immunoglobulins (1972)",4221
D007146,"Immunoglobulins (1972)",4222
D007147,"Immunoglobulin Fragments (1973-1975)",4223
D007148,"Immunoglobulins, Heavy Chain (1975)",4224
D007150,"Immunoenzyme Techniques (1977-1987)",4225
D007152,"Lymphocytes (1966-1977)",4226
D007153,"Immunity (1966-1967)",4227
D007154,"Allergy and Immunology (1966-1970)",4228
D007156,"Antibody Formation (1966-1970)",4229
D007157,"specific cell, organ, neoplasm/TR",4230
D007159,"specific technique or test (1973-1986)",4231
D007161,"Lymphoma (1966-1986)",4232
D007163,"specific antigen/isolation & purification (1969-1976)",4233
D007164,"Antigen-Antibody Reactions (1966-1976)",4234
D007165,"Immunosuppressive Agents (1966-1970)",4235
D007167,"specific disease/therapy (1966-1972)",4236
D007168,"Ketone Oxidoreductases (1974)",4237
D007175,"Behavior (1966-1967)",4238
D007177,"Vasopressins (1966-1978)",4239
D007178,"Genetics, Population (1966-1967)",4240
D007179,"Paraphilias (1966)",4241
D007182,"Social Conditions (1966-1967)",4242
D007184,"Pigmentation Disorders (1966-1986)",4243
D007190,"Indoles (1974)",4244
D007191,"Pyrazoles (1966-1970)",4245
D007197,"Indians, South American (1966-1977)",4246
D007201,"Dye Dilution Technique (1966)",4247
D007203,"Sulfonic Acids (1969-1974)",4248
D007205,"Radioisotopes (1966-1987)",4249
D007206,"Personality (1966-1974)",4250
D007209,"Pentosephosphates (1970-1974)",4251
D007216,"Propionates (1966-1973)",4252
D007217,"Piperidines (1971-1974)",4253
D007219,"Oils (1966-1986)",4254
D007222,"specific gas (1966-1967)",4255
D007225,"Infant Nutrition (1966-1969)",4256
D007230,"Infant, Premature (1966-1976)",4257
D007236,"Infant, Premature (1966-1976)",4258
D007241,"Infectious Bovine Rhinotracheitis Virus (1966-1972)",4259
D007245,"Corpora Quadrigemina (1966-1970)",4260
D007253,"Information Services (1966-1975)",4261
D007254,"Information Systems (1966-1992)",4262
D007258,"Physician-Patient Relations (1966-1970)",4263
D007260,"Perfusion, Regional (1978-1986)",4264
D007261,"Isolation Perfusion (1966-1977)",4265
D007262,"Infusions, Parenteral (1966-1986)",4266
D007265,"Testicular Hormones (1975-1982)",4267
D007266,"Psychoanalytic Theory (1966-1970)",4268
D007268,"Injections (1966-1986)",4269
D007276,"Injections (1966-1975)",4270
D007277,"Injections (1966-1971)",4271
D007288,"Nucleosides (1966-1970)",4272
D007289,"Nucleotides, Cyclic (1974)",4273
D007290,"Inosine Nucleotides (1971-1977)",4274
D007291,"Inosine Nucleotides (1971-1974)",4275
D007292,"Nucleotides (1966-1970)",4276
D007293,"Inosine Nucleotides (1971-1977)",4277
D007295,"Sugar Phosphates (1974-1977)",4278
D007296,"Inositol (1973-1974)",4279
D007297,"Patients (1966-1979)",4280
D007301,"Invertebrate Hormones (1967-1974)",4281
D007318,"Education, Continuing (1966)",4282
D007325,"Medical Staff, Hospital (1966-1967)",4283
D007329,"Insulin (1966-1977)",4284
D007332,"Pancreas (1973-1981)",4285
D007334,"Sulfation Factor (1971-1972)",4286
D007335,"Sulfation Factor (1971-1972)",4287
D007340,"Islet Cell Tumor (1966-1981)",4288
D007342,"Insurance (1966-1977)",4289
D007345,"Utilization Review (1968-1985)",4290
D007353,"Long-Term Care (1968-1986)",4291
D007354,"Insurance, Health (1966-1967)",4292
D007356,"Prescriptions (1966-1967)",4293
D007357,"Insurance, Health (1966-1967)",4294
D007358,"Insurance, Health (1966-1967)",4295
D007363,"Intensive Care Units (1966-1981)",4296
D007364,"specific DNA (1966-1979)",4297
D007365,"Cell Membrane (1966-1969)",4298
D007368,"Optics (1966-1976)",4299
D007369,"Interferons/biosynthesis (1966-1972)",4300
D007370,"Interferons (1966-1982)",4301
D007371,"Interferons (1966-1982)",4302
D007375,"Toxins (1966-1973)",4303
D007376,"Mitogens (1973-1977)",4304
D007377,"Lymphokines (1974-1986)",4305
D007380,"Nursing Homes (1966-1978)",4306
D007381,"Proteins (1966-1982)",4307
D007382,"Cytoskeleton (1977-1985)",4308
D007385,"Positive Pressure Respiration (1966-1978)",4309
D007389,"Social Control, Informal (1968-1971)",4310
D007392,"Societies, Nursing (1966-1979)",4311
D007393,"International Cooperation (1966-1967)",4312
D007394,"Weights and Measures (1966-1978)",4313
D007395,"Neurons (1966-1967)",4314
D007399,"Mitosis (1968-1977)",4315
D007404,"Intervertebral Disk Displacement (1966-1986)",4316
D007417,"Polyps (1966-1967)",4317
D007418,"Intestinal Obstruction (1966-1980)",4318
D007423,"Assisted Circulation (1967-1976)",4319
D007425,"Membranes (1966-1978)",4320
D007426,"Retroviridae (1980-1985)",4321
D007433,"Intrauterine Devices (1967-1974)",4322
D007434,"Contraceptive Devices (1966)",4323
D007435,"Intrauterine Devices, Medicated (1975-1977)",4324
D007436,"Intrauterine Devices (1967-1974)",4325
D007438,"Genes, Structural (1977-1986)",4326
D007439,"Personality (1966-1967)",4327
D007446,"Chromosome Abnormalities (1966-1967)",4328
D007447,"Insects (1966)",4329
D007451,"Iodobenzoates (1974)",4330
D007452,"Iodine (1966-1970)",4331
D007453,"Peroxidases (1973-1975)",4332
D007460,"Iodoacetates (1969-1974)",4333
D007462,"Benzene Derivatives (1968-1971)",4334
D007463,"Benzoates (1966-1971)",4335
D007466,"Iodine (1971-1974)",4336
D007467,"Proteins (1966-1967)",4337
D007469,"Contrast Media (1966-1967)",4338
D007470,"Tyrosine (1966-1967)",4339
D007471,"Iodobenzoates (1974)",4340
D007472,"Triiodobenzoic Acids (1972-1986)",4341
D007473,"Membrane Potentials (1967-1978)",4342
D007476,"Uncoupling Agents (1972-1975)",4343
D007479,"Iothalamic Acid/analogs & derivatives (1975-1986)",4344
D007481,"Iodobenzenes (1973-1974)",4345
D007482,"Sorbitol (1966-1977)",4346
D007485,"Triiodobenzoic Acids (1972-1986)",4347
D007488,"Indoles (1966-1971)",4348
D007491,"Nitroimidazoles (1974)",4349
D007496,"Radioisotopes (1966-1987)",4350
D007497,"Insect Viruses (1966-1977)",4351
D007499,"Uveal Diseases (1966-1980)",4352
D007506,"Sulfur (1973-1976)",4353
D007513,"Alkyl Sulfonates (1973-1974)",4354
D007517,"Polysaccharides (1974)",4355
D007522,"Ketoacid-Lyases (1973-1976)",4356
D007523,"Tricarboxylic Acids (1966-1970)",4357
D007524,"Pyridinium Compounds (1970-1974)",4358
D007525,"Electrophoresis (1966-1969)",4359
D007528,"Propylamines (1972-1974)",4360
D007529,"Flavones (1966-1974)",4361
D007530,"Hydrocarbons, Fluorinated (1974)",4362
D007533,"Isoleucine (1972-1974)",4363
D007534,"Disaccharides (1966-1978)",4364
D007536,"Chemistry, Organic (1966-1970)",4365
D007537,"Exertion (1966-1976)",4366
D007541,"Alkenes (1972-1974)",4367
D007542,"Inosine (1974) /analogs & derivatives (1975)",4368
D007544,"Thioglycosides (1974)",4369
D007546,"Quinolines (1966-1968)",4370
D007547,"Sorbitol (1974)",4371
D007550,"Undecylenic Acids (1973-1975)",4372
D007551,"Muscles (1966-1983)",4373
D007553,"specific isotope (1966-1971)",4374
D007556,"Sympathomimetics (1966-1971)",4375
D007559,"Lactones (1966-1986)",4376
D007562,"Central Nervous System Diseases (1966-1968)",4377
D007570,"specific jaw neoplasm",4378
D007571,"Maxilla (1966)",4379
D007573,"Maxillary Neoplasms (1966)",4380
D007574,"Dental Occlusion (1966-1969)",4381
D007575,"Mouth, Edentulous (1966-1979)",4382
D007576,"Mouth, Edentulous (1966-1979)",4383
D007577,"Polyomaviruses (1971-1982)",4384
D007579,"specific intestinal disease",4385
D007580,"Jejunum (1966-1979)",4386
D007581,"Obesity (1966-1985)",4387
D007582,"Jejunum/surgery (1966-1987)",4388
D007586,"Personnel Management (1966-1982)",4389
D007588,"Personal Satisfaction (1972-1975)",4390
D007590,"Physical Fitness (1966-1975)",4391
D007593,"Ligaments, Articular (1966-1982)",4392
D007594,"Synovial Membrane (1966-1982)",4393
D007595,"specific joint (1966-1970)",4394
D007608,"Pyrrolidines (1966-1977)",4395
D007613,"Kanamycin (1966-1987)",4396
D007618,"Resins (1966-1977)",4397
D007624,"Tissue Culture (1966-1971)",4398
D007625,"Retinitis Pigmentosa (1966-1982)",4399
D007626,"Blood Groups (1966-1975)",4400
D007631,"Insecticides, Organochlorine (1973-1976)",4401
D007632,"Mucopolysaccharides (1970-1974)",4402
D007638,"Keratoconjunctivitis (1966-1985)",4403
D007639,"Moraxella (1966-1985)",4404
D007641,"Skin Diseases (1966)",4405
D007646,"Myopia (1966-1986)",4406
D007649,"Cyclohexanes (1968-1972)",4407
D007650,"Piperidines (1966-1986)",4408
D007652,"Lyases (1966-1972)",4409
D007653,"Cholesterol (1966-1974) /analogs & derivatives (1975-1979)",4410
D007654,"Piperazines (1966-1983)",4411
D007658,"Oxidoreductases (1966-1972)",4412
D007660,"Propionates (1966-1967)",4413
D007664,"appropriate steroid class (1971-1973)",4414
D007665,"Thiophenes (1966-1981)",4415
D007667,"Blood Groups (1966-1975)",4416
D007671,"Kidney/physiology (1966)",4417
D007672,"Kidney (1966-1972)",4418
D007679,"Kidney (1966-1972)",4419
D007685,"Kidney Tubules, Distal (1973-1978)",4420
D007686,"Kidney Tubules (1966-1972)",4421
D007687,"Kidney Tubules (1966-1972)",4422
D007694,"Killer Cells (1978-1982)",4423
D007696,"Electric Stimulation (1966-1981)",4424
D007697,"Communication (1966-1967)",4425
D007703,"Peptide Peptidohydrolases (1966-1972)",4426
D007704,"Proteins (1966-1971)",4427
D007706,"Brain Diseases (1966-1976)",4428
D007708,"Mouse Tumor Viruses (1966-1974)",4429
D007710,"Klebsiella (1966-1967)",4430
D007711,"Klebsiella (1966-1971)",4431
D007716,"Endomycetales (1975-1985)",4432
D007720,"Prosthesis (1966-1970)",4433
D007725,"Ovarian Neoplasms (1966-1974)",4434
D007727,"Radioisotopes (1966-1987)",4435
D007728,"Macrophages (1966-1972)",4436
D007733,"Hemorrhagic Fevers, Viral (1966-1974)",4437
D007735,"Propiophenones (1972-1974)",4438
D007741,"Salicylamides (1974)",4439
D007755,"Laboratories (1966-1987)",4440
D007756,"Animals, Laboratory (1966-1986)",4441
D007760,"Organ of Corti (1967-1978)",4442
D007763,"Operon (1969-1978)",4443
D007766,"specific lacrimal apparatus disease heading",4444
D007768,"Albumins (1966-1972)",4445
D007769,"Amides (1966-1971)",4446
D007772,"RNA Viruses (1966-1974)",4447
D007777,"Bacteria (1966-1974)",4448
D007780,"Lactobacillus (1966-1971)",4449
D007784,"Peroxidases (1969-1974)",4450
D007786,"Plasmids (1975-1977)",4451
D007788,"Transferases (1966-1971)",4452
D007790,"Glycosphingolipids (1975-1978)",4453
D007791,"Lyases (1973-1974)",4454
D007794,"Gait (1966-1975)",4455
D007795,"Seaweed (1966-1979)",4456
D007797,"Neoplasm Proteins (1966-1983)",4457
D007801,"Skin (1966-1968)",4458
D007803,"Language Development (1968-1997)",4459
D007804,"Speech (1966-1967)",4460
D007805,"Language Disorders (1967-1979)",4461
D007806,"Language (1966)",4462
D007807,"Language Development (1968-1978)",4463
D007808,"Speech Therapy (1966-1979)",4464
D007810,"Sterols (1966-1971)",4465
D007814,"Metamorphosis, Biological (1966-1969)",4466
D007816,"Larva Migrans (1966-1967)",4467
D007820,"Mucous Membrane (1966-1978)",4468
D007821,"Muscles (1966-1978)",4469
D007831,"Speech, Alaryngeal (1968-1979)",4470
D007832,"Benzoates (1973-1974)",4471
D007835,"Hemorrhagic Fevers, Viral (1966-1976)",4472
D007836,"RNA Viruses (1966-1971)",4473
D007840,"Rubber (1966-1980)",4474
D007847,"Laundering (1966-1979)",4475
D007848,"Fatty Acids (1966-1974)",4476
D007850,"Fatty Acids (1966-1974)",4477
D007851,"Fatty Alcohols (1972-1974)",4478
D007852,"Elements (1966-1974)",4479
D007856,"Radioisotopes (1966-1987)",4480
D007862,"Phosphatidylcholines (1966-1974)",4481
D007863,"Lipoproteins (1966-1977)",4482
D007867,"specific bones of leg (1966-1997)",4483
D007873,"Osteochondritis (1966-1974)",4484
D007874,"Plant Proteins (1972-1974)",4485
D007875,"Legionnaires' Disease (1978-1980)",4486
D007876,"Pneumonia (1966-1986)",4487
D007877,"Disease Outbreaks (1976-1978)",4488
D007880,"Legislation, Medical (1966-1967)",4489
D007881,"Legislation, Drug (1975-1978)",4490
D007885,"Pharmacy (1966-1967)",4491
D007888,"Pyruvate Carboxylase/deficiency (1975-1984)",4492
D007892,"Leishmania (1966-1985)",4493
D007893,"Leishmania (1966-1985)",4494
D007894,"Leishmania (1966-1985)",4495
D007895,"Leishmania (1966-1985)",4496
D007899,"Recreation (1966-1969)",4497
D007902,"Hospitalization (1966-1968)",4498
D007903,"Lens, Crystalline (1966-1982)",4499
D007904,"Lens, Crystalline (1966-1982)",4500
D007905,"Lens, Crystalline (1966-1977)",4501
D007906,"Lens, Crystalline (1966-1977)",4502
D007907,"Lens, Crystalline (1966-1982)",4503
D007910,"Prosthesis (1966-1978)",4504
D007912,"Polysaccharides (1972-1974)",4505
D007915,"Insects (1966-1974)",4506
D007917,"Anti-Infective Agents (1966-1974)",4507
D007926,"Self Mutilation (1966-1970)",4508
D007928,"specific drug/toxicity (1966-1970)",4509
D007932,"Spiro Compounds (1971-1972)",4510
D007933,"Lactones (1973-1975)",4511
D007935,"Leucine (1972-1974)",4512
D007937,"Leukocytes (1966-1978)",4513
D007940,"Lymphoma (1966-1979)",4514
D007941,"Neoplasms, Experimental (1966-1979)",4515
D007943,"Splenomegaly (1966-1977)",4516
D007946,"Mast Cells (1966-1986)",4517
D007947,"Thrombocythemia, Hemorrhagic (1986)",4518
D007948,"Leukemia, Monocytic, Chronic (1966)",4519
D007951,"Leukemia, Myelocytic (1966-1988)",4520
D007952,"Leukemia (1966)",4521
D007957,"Leukocytes (1966-1976)",4522
D007959,"Leukocytes (1966-1972)",4523
D007961,"Macrophage Migration-Inhibitory Factors (1974-1979)",4524
D007963,"Monocytes (1966-1987)",4525
D007967,"Mouth Diseases (1966-1971)",4526
D007968,"Demyelinating Diseases (1966-1970)",4527
D007969,"Infant, Premature, Diseases (1966-1986)",4528
D007972,"Mouth Neoplasms (1966-1969)",4529
D007975,"Arachidonic Acids (1967-1982)",4530
D007976,"Oligopeptides (1973-1974)",4531
D007980,"Dopa (1966-1974)",4532
D007999,"specific library or library science heading (1966-1975)",4533
D008001,"specific library or library science heading(1966-1975)",4534
D008009,"Pharmacy (1966-1967)",4535
D008013,"Xylenes (1966-1972)",4536
D008016,"Stress, Psychological (1969-1976)",4537
D008018,"specific organism/growth & development (1967-1997)",4538
D008019,"Personality Development (1968-1969)",4539
D008020,"Longevity (1966-1977)",4540
D008024,"Organometallic Compounds (1968-1972)",4541
D008026,"specific heading/surgery (1966-1970)",4542
D008033,"Endotoxins (1966-1977)",4543
D008036,"Mandibular Nerve (1966-1970)",4544
D008040,"Genetics (1966-1969)",4545
D008042,"Fatty Acids, Essential (1966-1972)",4546
D008044,"Urea (1966-1971)",4547
D008047,"Mouth Diseases (1966-1971)",4548
D008050,"Lipopolysaccharides (1972-1976)",4549
D008051,"Membranes, Artificial (1966-1979)",4550
D008053,"Lipids/metabolism (1966-1969)",4551
D008054,"Peroxides (1966-1979)",4552
D008062,"Pigments (1972-1974)",4553
D008066,"Lipids/metabolism (1966-1979)",4554
D008069,"Lipomatosis (1966-1986)",4555
D008072,"Hyperlipidemia/familial & genetic (1966-1979)",4556
D008073,"Lipoproteins, LDL (1972-1979)",4557
D008075,"Lipoproteins (1966-1971)",4558
D008076,"Lipoproteins, HDL (1972-1984)",4559
D008077,"Lipoproteins (1966-1971)",4560
D008078,"Lipoproteins, LDL (1972-1984)",4561
D008079,"Lipoproteins (1966-1971)",4562
D008081,"Membranes, Artificial (1966-1972)",4563
D008086,"Ammonium Compounds (1969-1975)",4564
D008087,"Corynebacteriaceae (1975)",4565
D008090,"Ergot Alkaloids (1966-1968)",4566
D008096,"Ultrasonic Therapy (1966-1985)",4567
D008098,"Animals, Newborn (1966-1974)",4568
D008104,"Liver Cirrhosis (1966-1977)",4569
D008108,"specific liver disease",4570
D008114,"Neoplasms, Experimental (1966-1978)",4571
D008116,"Reptiles (1966-1967)",4572
D008119,"Politics (1968-1981)",4573
D008121,"Crustacea (1966-1971)",4574
D008125,"Pons (1966-1977)",4575
D008126,"Linkage (Genetics) (1970-1980)",4576
D008127,"Dibenzazepines (1969-1978)",4577
D008129,"Rye (1966-1985)",4578
D008130,"Nitrosourea Compounds (1972-1974)",4579
D008133,"Tachycardia (1966-1985)",4580
D008134,"Chronic Disease (1966-1967)",4581
D008137,"Epidemiologic Methods (1966-1974)",4582
D008138,"Kidney Tubules (1966-1972)",4583
D008139,"Piperidines (1974-1975)",4584
D008140,"Chlorobenzenes (1974)",4585
D008142,"Prosimii (1975-1980)",4586
D008144,"Auditory Threshold (1968-1978)",4587
D008146,"Sheep Diseases (1966-1970)",4588
D008148,"Naphthalenes (1966-1987)",4589
D008150,"Pressure (1966-1979)",4590
D008151,"Tachycardia, Paroxysmal (1966-1985)",4591
D008152,"Piperazines (1971-1974)",4592
D008155,"Glycosides (1972-1974)",4593
D008162,"Colchicine (1966-1974) /AA (1975-1979)",4594
D008164,"Proteins (1966-1978)",4595
D008165,"Pyridazines (1968-1974)",4596
D008166,"Virus Diseases (1966-1969)",4597
D008170,"Lung/physiology (1966-1967)",4598
D008173,"Lung Diseases (1966-1970)",4599
D008176,"Respiratory Function Tests (1966-1974)",4600
D008178,"Lupus Erythematosus, Systemic (1966-1986)",4601
D008181,"Nephritis (1966-1986)",4602
D008182,"Psychological Tests (1966-1984)",4603
D008186,"Corpus Luteum/drug effects (1968-1974)",4604
D008188,"Blood Groups (1966-1975)",4605
D008193,"Spirochaetales Infections (1982-1984)",4606
D008195,"Snails (1966-1971)",4607
D008203,"Lymphatic Diseases (1968-1979)",4608
D008206,"Lymphatic System (1966-1967)",4609
D008210,"Lymphatic Diseases (1966-1987)",4610
